,sentence_id,prediction,match,category
561,81,"(5962, 5971, 'Diagnosis_or_Pathology', 'Alzheimer')",(),false_positive
562,16,"(440, 462, 'Therapeutic', 'stationärer Behandlung')","(440, 462, 'Therapeutic', 'stationärer Behandlung')",true_positive
563,17,"(507, 533, 'Therapeutic', 'Prostata-Adenom-Enukleatio')","(507, 533, 'Therapeutic', 'Prostata-Adenom-Enukleatio')",true_positive
564,17,"(464, 473, 'Diagnostic', 'Diagnosen')",(),false_positive
565,17,"(475, 500, 'Diagnosis_or_Pathology', 'Narbige Blasanhalsstenose')",(),false_positive
566,17,(),"(464, 473, 'Diagnosis_or_Pathology', 'Diagnosen')",false_negative
567,17,(),"(475, 533, 'Diagnosis_or_Pathology', 'Narbige Blasanhalsstenose. nach Prostata-Adenom-Enukleatio')",false_negative
568,18,(),"(540, 579, 'Diagnosis_or_Pathology', 'Bekannte Blindheit nach Maculadeg. bds.')",false_negative
569,19,"(580, 596, 'Diagnosis_or_Pathology', 'Herzinsuffizienz')","(580, 596, 'Diagnosis_or_Pathology', 'Herzinsuffizienz')",true_positive
570,20,"(597, 616, 'Diagnosis_or_Pathology', 'Kleines Prostata-Ca')",(),false_positive
571,20,"(617, 629, 'Diagnosis_or_Pathology', 'Stadium pT1a')",(),false_positive
572,20,"(632, 635, 'Diagnosis_or_Pathology', 'G1.')",(),false_positive
573,20,(),"(597, 634, 'Diagnosis_or_Pathology', 'Kleines Prostata-Ca Stadium pT1a,· G1')",false_negative
574,21,"(700, 716, 'Diagnosis_or_Pathology', 'narbigen Stenose')","(700, 716, 'Diagnosis_or_Pathology', 'narbigen Stenose')",true_positive
575,21,"(742, 750, 'Therapeutic', 'Katheter')","(742, 750, 'Therapeutic', 'Katheter')",true_positive
576,21,"(776, 822, 'Therapeutic', 'nochmaliger vorübergehender Kathetervers6rgung')","(776, 822, 'Therapeutic', 'nochmaliger vorübergehender Kathetervers6rgung')",true_positive
577,21,"(650, 670, 'Therapeutic', 'stationären Aufnahme')",(),false_positive
578,21,"(680, 716, 'Therapeutic', 'Sachse\xadSpaltung der narbigen Stenose')",(),false_positive
579,21,"(883, 904, 'Therapeutic', 'zur·Elektro-Resektion')",(),false_positive
580,21,(),"(680, 729, 'Therapeutic', 'Sachse\xadSpaltung der narbigen Stenose durchgeführt')",false_negative
581,21,(),"(742, 769, 'Diagnosis_or_Pathology', 'Katheter war herausgefallen')",false_negative
582,21,(),"(834, 865, 'Diagnosis_or_Pathology', 'Resturin·aber immer noch 150 ml')",false_negative
583,21,(),"(887, 904, 'Therapeutic', 'Elektro-Resektion')",false_negative
584,22,"(929, 952, 'Diagnostic', 'präoperativen Blutwerte')",(),false_positive
585,22,"(955, 968, 'Diagnosis_or_Pathology', 'PSA 0,7 ng/ml')",(),false_positive
586,22,"(970, 979, 'Nutrient_or_Body_Substance', 'Kreatinin')",(),false_positive
587,22,(),"(929, 952, 'Other_Finding', 'präoperativen Blutwerte')",false_negative
588,22,(),"(955, 968, 'Other_Finding', 'PSA 0,7 ng/ml')",false_negative
589,22,(),"(970, 979, 'Other_Finding', 'Kreatinin')",false_negative
590,23,"(985, 994, 'Nutrient_or_Body_Substance', 'Harnstoff')",(),false_positive
591,23,"(1003, 1014, 'Nutrient_or_Body_Substance', 'Elektrolyte')",(),false_positive
592,23,"(1029, 1048, 'Other_Finding', 'Gerinnungsverhalten')",(),false_positive
593,23,(),"(985, 1000, 'Diagnosis_or_Pathology', 'Harnstoff 51 mg')",false_negative
594,23,(),"(1003, 1027, 'Other_Finding', 'Elektrolyte ausgeglichen')",false_negative
595,23,(),"(1029, 1060, 'Other_Finding', 'Gerinnungsverhalten unauffällig')",false_negative
596,24,"(1062, 1070, 'Therapeutic', 'Therapie')","(1062, 1070, 'Therapeutic', 'Therapie')",true_positive
597,25,"(1084, 1110, 'Therapeutic', 'Resektion des Blasenhalses')","(1084, 1110, 'Therapeutic', 'Resektion des Blasenhalses')",true_positive
598,25,"(1154, 1166, 'Diagnosis_or_Pathology', 'Narbengewebe')","(1154, 1166, 'Diagnosis_or_Pathology', 'Narbengewebe')",true_positive
599,25,"(1171, 1209, 'Diagnosis_or_Pathology', 'winziges, gut differenziertes Carcinom')","(1171, 1209, 'Diagnosis_or_Pathology', 'winziges, gut differenziertes Carcinom')",true_positive
600,25,"(1218, 1224, 'Other_Finding', 'Befund')","(1218, 1224, 'Other_Finding', 'Befund')",true_positive
601,25,"(1271, 1279, 'Therapeutic', 'Therapie')","(1271, 1279, 'Therapeutic', 'Therapie')",true_positive
602,25,"(1293, 1317, 'Other_Finding', 'fortgeschrittenen Alters')","(1293, 1317, 'Other_Finding', 'fortgeschrittenen Alters')",true_positive
603,25,(),"(1123, 1135, 'Diagnostic', 'Histologisch')",false_negative
604,26,"(1354, 1373, 'Therapeutic', 'Katheter-Entfernung')","(1354, 1373, 'Therapeutic', 'Katheter-Entfernung')",true_positive
605,26,"(1450, 1462, 'Clinical_Drug', 'Augentropfen')","(1450, 1462, 'Clinical_Drug', 'Augentropfen')",true_positive
606,26,"(1374, 1404, 'Therapeutic', 'restharnfreie Blasenentleerung')",(),false_positive
607,26,"(1410, 1443, 'Clinical_Drug', 'Medikation von Adalat und Lanitop')",(),false_positive
608,26,(),"(1349, 1404, 'Other_Finding', 'Nach Katheter-Entfernung restharnfreie Blasenentleerung')",false_negative
609,26,(),"(1410, 1420, 'Therapeutic', 'Medikation')",false_negative
610,26,(),"(1425, 1431, 'Clinical_Drug', 'Adalat')",false_negative
611,26,(),"(1436, 1443, 'Clinical_Drug', 'Lanitop')",false_negative
612,2,"(172, 194, 'Therapeutic', 'ambulanten  Behandlung')","(172, 194, 'Therapeutic', 'ambulanten  Behandlung')",true_positive
613,2,"(183, 194, 'Therapeutic', ' Behandlung')",(),false_positive
614,3,(),"(203, 218, 'Diagnostic', 'Erstvorstellung')",false_negative
615,4,"(287, 289, 'Therapeutic', 'OP')","(287, 289, 'Therapeutic', 'OP')",true_positive
616,4,"(312, 359, 'Therapeutic', 'zwei halb US-langen dorsalen Kunststofforthesen')",(),false_positive
617,4,"(317, 359, 'Therapeutic', 'halb US-langen dorsalen Kunststofforthesen')",(),false_positive
618,4,(),"(228, 256, 'Diagnostic', 'vorgestellt mit Spina bifida')",false_negative
619,4,(),"(244, 272, 'Diagnosis_or_Pathology', 'Spina bifida etwa Niveau L 5')",false_negative
620,4,(),"(299, 445, 'Therapeutic', 'versorgt mit zwei halb US-langen dorsalen Kunststofforthesen mit ventraler Klettzuggurtung ohne geschlossene ringförmige Fassung ohne Sprunggelenk')",false_negative
621,5,"(447, 453, 'Other_Finding', 'Befund')","(447, 453, 'Other_Finding', 'Befund')",true_positive
622,6,"(455, 479, 'Diagnosis_or_Pathology', 'Reizlose Verschlussnarbe')","(455, 479, 'Diagnosis_or_Pathology', 'Reizlose Verschlussnarbe')",true_positive
623,6,"(481, 536, 'Diagnosis_or_Pathology', 'großbogige flexible li.-konvexe thoracolumbale Skoliose')","(481, 536, 'Diagnosis_or_Pathology', 'großbogige flexible li.-konvexe thoracolumbale Skoliose')",true_positive
624,6,"(544, 563, 'Diagnosis_or_Pathology', 'wesentliche Kyphose')","(544, 563, 'Diagnosis_or_Pathology', 'wesentliche Kyphose')",true_positive
625,7,"(625, 653, 'Other_Finding', 'fast vollständiger Streckung')",(),false_positive
626,7,(),"(565, 653, 'Other_Finding', 'Im Stehen recht gute Stabilisierung  der Knie und Hüfte mit fast vollständiger Streckung')",false_negative
627,8,"(665, 680, 'Diagnosis_or_Pathology', 'Knick-Plattfüße')",(),false_positive
628,8,(),"(665, 685, 'Diagnosis_or_Pathology', 'Knick-Plattfüße bds.')",false_negative
629,9,"(694, 717, 'Diagnostic', 'klinischen Untersuchung')","(694, 717, 'Diagnostic', 'klinischen Untersuchung')",true_positive
630,9,"(798, 820, 'Other_Finding', 'volle Knieflexion/Ext.')","(798, 820, 'Other_Finding', 'volle Knieflexion/Ext.')",true_positive
631,9,"(843, 884, 'Diagnosis_or_Pathology', 'Hackenfußdeformitation mit Plattfüßigkeit')","(843, 884, 'Diagnosis_or_Pathology', 'Hackenfußdeformitation mit Plattfüßigkeit')",true_positive
632,9,"(1255, 1291, 'Diagnosis_or_Pathology', 'tastbare Aktivität des Tib. anterior')","(1255, 1291, 'Diagnosis_or_Pathology', 'tastbare Aktivität des Tib. anterior')",true_positive
633,9,"(719, 772, 'Other_Finding', 'freie passive Beweglichkeit der Hüfte in allen Ebenen')",(),false_positive
634,9,"(798, 819, 'Other_Finding', 'volle Knieflexion/Ext')",(),false_positive
635,9,"(843, 865, 'Diagnosis_or_Pathology', 'Hackenfußdeformitation')",(),false_positive
636,9,"(920, 935, 'Therapeutic', 'Vorfußpronation')",(),false_positive
637,9,"(959, 971, 'Other_Finding', 'Sensibilität')",(),false_positive
638,9,"(1055, 1091, 'Therapeutic', 'Tibiaextension re. mit Kraftgrad 2-3')",(),false_positive
639,9,"(1096, 1126, 'Therapeutic', 'Anspannung der Zehenextensoren')",(),false_positive
640,9,"(1255, 1281, 'Diagnosis_or_Pathology', 'tastbare Aktivität des Tib')",(),false_positive
641,9,"(1255, 1282, 'Diagnosis_or_Pathology', 'tastbare Aktivität des Tib.')",(),false_positive
642,9,"(1293, 1342, 'Diagnostic', 'Flexionsstellung aller Zehen mit Korrigierbarkeit')",(),false_positive
643,9,"(1348, 1350, 'Other_Finding', 'PF')",(),false_positive
644,9,(),"(719, 796, 'Other_Finding', 'freie passive Beweglichkeit der Hüfte in allen Ebenen bds. ohne Einschränkung')",false_negative
645,9,(),"(907, 950, 'Therapeutic', 'im Sinne der Vorfußpronation gut korrigiert')",false_negative
646,9,(),"(959, 1012, 'Other_Finding', 'Sensibilität bis auf die Fußsohle vermutlich erhalten')",false_negative
647,9,(),"(1055, 1246, 'Diagnosis_or_Pathology', 'Tibiaextension re. mit Kraftgrad 2-3 mit Anspannung der Zehenextensoren und etwas Anspannung des Tib. anterior mit minimaler Exkursion des Fußes nach dorsal, li. anspannen der Zehenextensoren')",false_negative
648,9,(),"(1293, 1342, 'Diagnosis_or_Pathology', 'Flexionsstellung aller Zehen mit Korrigierbarkeit')",false_negative
649,9,(),"(1348, 1434, 'Diagnosis_or_Pathology', 'PF wird im Wesentlichen über die Zehenflexoren  bewerkstelligt, jedoch nur Kraftgrad 3')",false_negative
650,10,"(1436, 1449, 'Therapeutic', 'Knieextension')",(),false_positive
651,10,"(1456, 1472, 'Other_Finding', 'Kraftgrad 4- bds')",(),false_positive
652,10,"(1503, 1514, 'Other_Finding', 'Kraftgrad 4')",(),false_positive
653,10,(),"(1436, 1473, 'Diagnosis_or_Pathology', 'Knieextension aktiv Kraftgrad 4- bds.')",false_negative
654,10,(),"(1475, 1484, 'Diagnosis_or_Pathology', 'Flexion 4')",false_negative
655,10,(),"(1486, 1514, 'Diagnosis_or_Pathology', 'Hüftflexion bds. Kraftgrad 4')",false_negative
656,10,(),"(1516, 1539, 'Diagnosis_or_Pathology', 'Extension Kraftgrad 3-4')",false_negative
657,11,"(1541, 1550, 'Therapeutic', 'Abduktion')",(),false_positive
658,11,"(1565, 1577, 'Therapeutic', 'Adduktion 4.')",(),false_positive
659,11,(),"(1541, 1563, 'Diagnosis_or_Pathology', 'Abduktion Kraftgrad 4-')",false_negative
660,11,(),"(1565, 1576, 'Diagnosis_or_Pathology', 'Adduktion 4')",false_negative
661,11,(),"(1587, 1617, 'Other_Finding', 'gute Aktivität bis auf den Fuß')",false_negative
662,11,(),"(1628, 1687, 'Other_Finding', 'steht deshalb auch recht gut aufgerichtet in allen Gelenken')",false_negative
663,12,"(1711, 1745, 'Other_Finding', 'Gute Hüftkopfepiphysenkonturgebung')","(1711, 1745, 'Other_Finding', 'Gute Hüftkopfepiphysenkonturgebung')",true_positive
664,12,"(1689, 1696, 'Diagnostic', 'Röntgen')",(),false_positive
665,12,"(1747, 1770, 'Diagnosis_or_Pathology', 'minimale Lateralisation')",(),false_positive
666,12,(),"(1689, 1709, 'Diagnostic', 'Röntgen: Rippstein I')",false_negative
667,12,(),"(1747, 1798, 'Other_Finding', 'minimale Lateralisation,  li. etwas stärker als re.')",false_negative
668,12,(),"(1800, 1833, 'Other_Finding', 'noch übergreifende  Pfannendächer')",false_negative
669,12,(),"(1835, 1885, 'Other_Finding', 'Shenton-Menard-Linie nicht wesentlich unterbrochen')",false_negative
670,12,(),"(1887, 1937, 'Other_Finding', 'Pfannendachwinkel Ii. 30°, re. ebenfalls knapp 30°')",false_negative
671,13,"(1939, 1947, 'Diagnostic', 'Diagnose')",(),false_positive
672,13,(),"(1939, 1947, 'Diagnosis_or_Pathology', 'Diagnose')",false_negative
673,14,(),"(1949, 1999, 'Diagnosis_or_Pathology', 'Spina bifida mit Lähmungsniveau L 4 li., L 4/5 re.')",false_negative
674,14,(),"(2001, 2022, 'Diagnosis_or_Pathology', 'bds. Knick-Hackenfüße')",false_negative
675,15,"(2024, 2069, 'Diagnosis_or_Pathology', 'minimale großbogige li.-konvexe Totalskoliose')","(2024, 2069, 'Diagnosis_or_Pathology', 'minimale großbogige li.-konvexe Totalskoliose')",true_positive
676,16,(),"(2070, 2079, 'Therapeutic', 'Procedere')",false_negative
677,17,"(2141, 2193, 'Therapeutic', 'Training der Abduktoren und Extensoren beider Hüften')","(2141, 2193, 'Therapeutic', 'Training der Abduktoren und Extensoren beider Hüften')",true_positive
678,17,"(2199, 2215, 'Therapeutic', 'innere Schienung')","(2199, 2215, 'Therapeutic', 'innere Schienung')",true_positive
679,17,"(2222, 2238, 'Therapeutic', 'Abspreizlagerung')","(2222, 2238, 'Therapeutic', 'Abspreizlagerung')",true_positive
680,17,"(2296, 2342, 'Therapeutic', 'Zentrierung der Hüfte per Abduktionskräftigung')","(2296, 2342, 'Therapeutic', 'Zentrierung der Hüfte per Abduktionskräftigung')",true_positive
681,17,"(2398, 2408, 'Therapeutic', 'Versorgung')","(2398, 2408, 'Therapeutic', 'Versorgung')",true_positive
682,17,"(2097, 2117, 'Therapeutic', 'Sicherung  der Hüfte')",(),false_positive
683,17,"(2124, 2136, 'Therapeutic', 'KG-Maßnahmen')",(),false_positive
684,17,"(2296, 2317, 'Therapeutic', 'Zentrierung der Hüfte')",(),false_positive
685,17,(),"(2097, 2136, 'Therapeutic', 'Sicherung  der Hüfte durch KG-Maßnahmen')",false_negative
686,2,"(161, 177, 'Therapeutic', 'stat. Behandlung')","(161, 177, 'Therapeutic', 'stat. Behandlung')",true_positive
687,3,"(186, 194, 'Diagnosis_or_Pathology', 'Epikrise')",(),false_positive
688,4,"(275, 289, 'Diagnosis_or_Pathology', 'Motorradunfall')","(275, 289, 'Diagnosis_or_Pathology', 'Motorradunfall')",true_positive
689,4,"(451, 457, 'Diagnosis_or_Pathology', 'Unfall')","(451, 457, 'Diagnosis_or_Pathology', 'Unfall')",true_positive
690,4,"(530, 545, 'Diagnosis_or_Pathology', 'Nackenschmerzen')","(530, 545, 'Diagnosis_or_Pathology', 'Nackenschmerzen')",true_positive
691,4,"(553, 581, 'Diagnosis_or_Pathology', 'Schmerzen im linken Unterarm')","(553, 581, 'Diagnosis_or_Pathology', 'Schmerzen im linken Unterarm')",true_positive
692,4,(),"(213, 224, 'Other_Finding', '28-jährigen')",false_negative
693,4,(),"(342, 374, 'Diagnosis_or_Pathology', 'wegen einer Straßenbahn gestürzt')",false_negative
694,4,(),"(395, 440, 'Diagnosis_or_Pathology', 'auf den Kopf (Helm) und die li. Hand gestürzt')",false_negative
695,4,(),"(473, 525, 'Diagnosis_or_Pathology', 'persistierende progrediente Cephalgie im ganzen Kopf')",false_negative
696,5,"(610, 625, 'Diagnosis_or_Pathology', 'Begleitsymptome')","(610, 625, 'Diagnosis_or_Pathology', 'Begleitsymptome')",true_positive
697,5,"(627, 645, 'Diagnosis_or_Pathology', 'Nausea ohne Emesis')","(627, 645, 'Diagnosis_or_Pathology', 'Nausea ohne Emesis')",true_positive
698,5,"(647, 654, 'Diagnosis_or_Pathology', 'Vertigo')","(647, 654, 'Diagnosis_or_Pathology', 'Vertigo')",true_positive
699,5,"(656, 685, 'Diagnosis_or_Pathology', 'kurzfristige Bewusstlosigkeit')","(656, 685, 'Diagnosis_or_Pathology', 'kurzfristige Bewusstlosigkeit')",true_positive
700,5,"(692, 717, 'Diagnosis_or_Pathology', 'kurze anterograde Amnesie')","(692, 717, 'Diagnosis_or_Pathology', 'kurze anterograde Amnesie')",true_positive
701,5,"(719, 734, 'Diagnosis_or_Pathology', 'Lokale Symptome')","(719, 734, 'Diagnosis_or_Pathology', 'Lokale Symptome')",true_positive
702,5,"(836, 852, 'Diagnosis_or_Pathology', 'Hautverletzungen')","(836, 852, 'Diagnosis_or_Pathology', 'Hautverletzungen')",true_positive
703,5,"(854, 863, 'Diagnosis_or_Pathology', 'Blutungen')","(854, 863, 'Diagnosis_or_Pathology', 'Blutungen')",true_positive
704,5,"(739, 744, 'Diagnosis_or_Pathology', 'Dolor')",(),false_positive
705,5,"(746, 751, 'Diagnosis_or_Pathology', 'Tumor')",(),false_positive
706,5,"(753, 758, 'Diagnosis_or_Pathology', 'Rubor')",(),false_positive
707,5,"(876, 887, 'Diagnosis_or_Pathology', 'Beschwerden')",(),false_positive
708,5,"(900, 948, 'Diagnosis_or_Pathology', 'potentiellen thorakalen oder abdominalen Traumas')",(),false_positive
709,5,(),"(739, 799, 'Diagnosis_or_Pathology', 'Dolor, Tumor, Rubor, Color und Functio laesa der linken Hand')",false_negative
710,5,(),"(876, 948, 'Diagnosis_or_Pathology', 'Beschwerden wegen eines potentiellen thorakalen oder abdominalen Traumas')",false_negative
711,6,"(965, 976, 'Clinical_Drug', 'Medikamente')","(965, 976, 'Clinical_Drug', 'Medikamente')",true_positive
712,6,"(1003, 1042, 'Therapeutic', 'Letzte Auffrischung der Tetanus-Impfung')",(),false_positive
713,6,(),"(965, 1001, 'Therapeutic', 'Medikamente beim Notarzt verabreicht')",false_negative
714,6,(),"(1003, 1056, 'Other_Finding', 'Letzte Auffrischung der Tetanus-Impfung sei unbekannt')",false_negative
715,6,(),"(1027, 1042, 'Therapeutic', 'Tetanus-Impfung')",false_negative
716,7,"(1088, 1099, 'Diagnosis_or_Pathology', 'Beschwerden')","(1088, 1099, 'Diagnosis_or_Pathology', 'Beschwerden')",true_positive
717,7,"(1113, 1123, 'Diagnosis_or_Pathology', 'B-Symptome')","(1113, 1123, 'Diagnosis_or_Pathology', 'B-Symptome')",true_positive
718,7,"(1058, 1077, 'Diagnostic', 'Vegetative Anamnese')",(),false_positive
719,7,(),"(1058, 1111, 'Diagnostic', 'Vegetative Anamnese: bis o.g. Beschwerden unauffällig')",false_negative
720,8,"(1141, 1156, 'Diagnosis_or_Pathology', 'Vorerkrankungen')","(1141, 1156, 'Diagnosis_or_Pathology', 'Vorerkrankungen')",true_positive
721,8,"(1158, 1172, 'Therapeutic', 'Voroperationen')","(1158, 1172, 'Therapeutic', 'Voroperationen')",true_positive
722,8,"(1193, 1220, 'Therapeutic', 'stat. konservative Therapie')","(1193, 1220, 'Therapeutic', 'stat. konservative Therapie')",true_positive
723,8,"(1174, 1177, 'Diagnostic', 'TVT')",(),false_positive
724,8,"(1199, 1220, 'Therapeutic', 'konservative Therapie')",(),false_positive
725,8,"(1228, 1241, 'Therapeutic', 'Osteosynthese')",(),false_positive
726,8,"(1255, 1266, 'Diagnosis_or_Pathology', 'OSG-Fraktur')",(),false_positive
727,8,(),"(1174, 1177, 'Diagnosis_or_Pathology', 'TVT')",false_negative
728,8,(),"(1223, 1272, 'Other_Finding', 'Z.n. Osteosynthese aufgrund von OSG-Fraktur links')",false_negative
729,9,"(1281, 1304, 'Diagnostic', 'Gynäkologische Anamnese')",(),false_positive
730,9,(),"(1281, 1317, 'Other_Finding', 'Gynäkologische Anamnese: unauffällig')",false_negative
731,10,"(1319, 1338, 'Clinical_Drug', 'Aktuelle Medikation')",(),false_positive
732,10,(),"(1319, 1338, 'Therapeutic', 'Aktuelle Medikation')",false_negative
733,11,"(1340, 1354, 'Clinical_Drug', 'Marcumar 1-0-0')","(1340, 1354, 'Clinical_Drug', 'Marcumar 1-0-0')",true_positive
734,11,"(1340, 1348, 'Clinical_Drug', 'Marcumar')",(),false_positive
735,12,"(1355, 1373, 'Clinical_Drug', 'Medroxyprogesteron')","(1355, 1373, 'Clinical_Drug', 'Medroxyprogesteron')",true_positive
736,12,"(1375, 1392, 'Clinical_Drug', 'Dreimonatsspritze')",(),false_positive
737,12,(),"(1375, 1392, 'Therapeutic', 'Dreimonatsspritze')",false_negative
738,13,"(1394, 1410, 'Diagnostic', 'Familienanamnese')","(1394, 1410, 'Diagnostic', 'Familienanamnese')",true_positive
739,13,"(1538, 1546, 'Diagnosis_or_Pathology', 'DM Typ 1')","(1538, 1546, 'Diagnosis_or_Pathology', 'DM Typ 1')",true_positive
740,13,"(1446, 1449, 'Diagnostic', 'TVT')",(),false_positive
741,13,"(1541, 1546, 'Diagnosis_or_Pathology', 'Typ 1')",(),false_positive
742,13,(),"(1446, 1449, 'Diagnosis_or_Pathology', 'TVT')",false_negative
743,13,(),"(1451, 1515, 'Diagnosis_or_Pathology', 'Der Vater der Patientin sei nach einem Verkehrsunfall verstorben')",false_negative
744,14,"(1591, 1597, 'Other_Finding', 'Kinder')",(),false_positive
745,15,"(1639, 1656, 'Diagnostic', 'Diagnosesicherung')","(1639, 1656, 'Diagnostic', 'Diagnosesicherung')",true_positive
746,15,"(1703, 1717, 'Other_Finding', 'Vitalparameter')","(1703, 1717, 'Other_Finding', 'Vitalparameter')",true_positive
747,15,"(1664, 1717, 'Diagnostic', 'körperliche Inspektion mit Messung der Vitalparameter')",(),false_positive
748,15,"(1719, 1746, 'Diagnostic', 'laborchemische Untersuchung')",(),false_positive
749,15,"(1748, 1750, 'Diagnostic', 'BB')",(),false_positive
750,15,"(1752, 1776, 'Diagnostic', 'biochemische Blutanalyse')",(),false_positive
751,15,"(1778, 1787, 'Diagnostic', 'Gerinnung')",(),false_positive
752,15,"(1790, 1793, 'Diagnostic', 'CCT')",(),false_positive
753,15,"(1795, 1828, 'Diagnostic', 'Röntgen des Halses sowie der Hand')",(),false_positive
754,15,(),"(1664, 1841, 'Diagnostic', 'körperliche Inspektion mit Messung der Vitalparameter, laborchemische Untersuchung (BB, biochemische Blutanalyse, Gerinnung), CCT, Röntgen des Halses sowie der Hand durchgeführt')",false_negative
755,16,"(1843, 1865, 'Diagnostic', 'Körperliche Inspektion')","(1843, 1865, 'Diagnostic', 'Körperliche Inspektion')",true_positive
756,17,"(1880, 1894, 'Diagnosis_or_Pathology', 'reduziertem AZ')","(1880, 1894, 'Diagnosis_or_Pathology', 'reduziertem AZ')",true_positive
757,17,"(1899, 1910, 'Other_Finding', 'normalem EZ')","(1899, 1910, 'Other_Finding', 'normalem EZ')",true_positive
758,17,"(1968, 1997, 'Other_Finding', 'Vitalparameter im Normbereich')","(1968, 1997, 'Other_Finding', 'Vitalparameter im Normbereich')",true_positive
759,17,"(1999, 2025, 'Diagnostic', 'Neurologische Untersuchung')","(1999, 2025, 'Diagnostic', 'Neurologische Untersuchung')",true_positive
760,17,"(2032, 2040, 'Diagnosis_or_Pathology', 'Ausfälle')","(2032, 2040, 'Diagnosis_or_Pathology', 'Ausfälle')",true_positive
761,17,"(1950, 1959, 'Other_Finding', 'Kreislauf')",(),false_positive
762,17,(),"(1912, 1948, 'Other_Finding', 'zu Zeit, Ort sowie Person orientiert')",false_negative
763,17,(),"(1950, 1966, 'Other_Finding', 'Kreislauf stabil')",false_negative
764,18,"(2050, 2057, 'Other_Finding', 'Befunde')","(2050, 2057, 'Other_Finding', 'Befunde')",true_positive
765,19,"(2083, 2100, 'Diagnosis_or_Pathology', 'Gerinnungsstörung')","(2083, 2100, 'Diagnosis_or_Pathology', 'Gerinnungsstörung')",true_positive
766,19,"(2059, 2064, 'Diagnostic', 'Labor')",(),false_positive
767,19,(),"(2059, 2081, 'Other_Finding', 'Labor bei der Aufnahme')",false_negative
768,20,"(2105, 2108, 'Diagnostic', 'CCT')","(2105, 2108, 'Diagnostic', 'CCT')",true_positive
769,20,"(2127, 2188, 'Diagnosis_or_Pathology', 'kleine posttraumatische subarachnoidale Blutung bds frontalis')","(2127, 2188, 'Diagnosis_or_Pathology', 'kleine posttraumatische subarachnoidale Blutung bds frontalis')",true_positive
770,21,"(2228, 2246, 'Diagnosis_or_Pathology', 'Handgelenksfraktur')","(2228, 2246, 'Diagnosis_or_Pathology', 'Handgelenksfraktur')",true_positive
771,21,"(2217, 2221, 'Diagnosis_or_Pathology', 'HWS-')",(),false_positive
772,21,(),"(2194, 2209, 'Diagnostic', 'Röntgenologisch')",false_negative
773,21,(),"(2217, 2220, 'Diagnosis_or_Pathology', 'HWS')",false_negative
774,22,"(2267, 2288, 'Other_Finding', 'anamnestische Angaben')","(2267, 2288, 'Other_Finding', 'anamnestische Angaben')",true_positive
775,22,"(2295, 2325, 'Other_Finding', 'körperliche Inspektionszeichen')","(2295, 2325, 'Other_Finding', 'körperliche Inspektionszeichen')",true_positive
776,22,"(2345, 2348, 'Diagnostic', 'CTT')","(2345, 2348, 'Diagnostic', 'CTT')",true_positive
777,22,"(2353, 2378, 'Other_Finding', 'röntgenologischen Befunde')","(2353, 2378, 'Other_Finding', 'röntgenologischen Befunde')",true_positive
778,22,"(2390, 2436, 'Diagnosis_or_Pathology', 'SHT mit subarachnoidaler Blutung bds frontalis')","(2390, 2436, 'Diagnosis_or_Pathology', 'SHT mit subarachnoidaler Blutung bds frontalis')",true_positive
779,22,"(2398, 2436, 'Diagnosis_or_Pathology', 'subarachnoidaler Blutung bds frontalis')",(),false_positive
780,24,"(2478, 2507, 'Diagnostic', 'Monitoring der Vitalparameter')","(2478, 2507, 'Diagnostic', 'Monitoring der Vitalparameter')",true_positive
781,24,"(2493, 2507, 'Other_Finding', 'Vitalparameter')","(2493, 2507, 'Other_Finding', 'Vitalparameter')",true_positive
782,24,"(2527, 2535, 'Clinical_Drug', 'Konakion')","(2527, 2535, 'Clinical_Drug', 'Konakion')",true_positive
783,24,"(2537, 2548, 'Clinical_Drug', 'Antiemetika')","(2537, 2548, 'Clinical_Drug', 'Antiemetika')",true_positive
784,24,"(2550, 2563, 'Clinical_Drug', 'Metoclopramid')","(2550, 2563, 'Clinical_Drug', 'Metoclopramid')",true_positive
785,24,"(2569, 2579, 'Clinical_Drug', 'Analgetika')","(2569, 2579, 'Clinical_Drug', 'Analgetika')",true_positive
786,24,"(2581, 2591, 'Clinical_Drug', 'Diclofenac')","(2581, 2591, 'Clinical_Drug', 'Diclofenac')",true_positive
787,24,"(2604, 2635, 'Other_Finding', 'deutlichen Verbesserung des AZs')","(2604, 2635, 'Other_Finding', 'deutlichen Verbesserung des AZs')",true_positive
788,24,"(2701, 2729, 'Other_Finding', 'relativer Beschwerdefreiheit')","(2701, 2729, 'Other_Finding', 'relativer Beschwerdefreiheit')",true_positive
789,24,"(2514, 2548, 'Therapeutic', 'Therapie mit Konakion, Antiemetika')",(),false_positive
790,24,"(2685, 2696, 'Diagnosis_or_Pathology', 'stabilem AZ')",(),false_positive
791,24,(),"(2514, 2579, 'Therapeutic', 'Therapie mit Konakion, Antiemetika (Metoclopramid) und Analgetika')",false_negative
792,24,(),"(2685, 2696, 'Other_Finding', 'stabilem AZ')",false_negative
793,25,"(2775, 2798, 'Diagnostic', 'weitere Befundkontrolle')",(),false_positive
794,25,(),"(2783, 2798, 'Diagnostic', 'Befundkontrolle')",false_negative
795,26,"(2800, 2821, 'Therapeutic', 'Entlassungsmedikation')","(2800, 2821, 'Therapeutic', 'Entlassungsmedikation')",true_positive
