"Die stationäre Aufnahme von Frau Damaris erfolgte zur <Therapeutic>Fortführung der palliativen Polychemotherapie nach dem Folfox-Schema, 3. Zyklus</Therapeutic>. Die Patientin berichtet über gute Verträglichkeit der <Therapeutic>letzten Therapie</Therapeutic>, sodass sie am Tag 1 <Clinical_Drug>Oxaliplatin 95mg/m²</Clinical_Drug>, <Clinical_Drug>Calciumfolinat 500mg/m²</Clinical_Drug>, <Clinical_Drug>5FU als Bolus 500mg/m²</Clinical_Drug> und <Clinical_Drug>5FU <Therapeutic>Dauerinfusion</Therapeutic> 2400mg/m² über 52 Stunden</Clinical_Drug> problemlos erhalten kann. Die <Therapeutic>Therapie</Therapeutic> wird unter entsprechenden <Therapeutic>antiemetischen Begleitmaßnahmen</Therapeutic> sehr gut vertragen, so dass Frau Damaris am 16.5.18 in <Other_Finding>gutem Allgemeinzustand</Other_Finding> nach Hause entlassen wird.","Die stationäre Aufnahme von Frau Damaris erfolgte zur <Therapeutic>Fortführung der pall. Polychemotherapie nach dem Folfox-Schema, 3. Zyklus</Therapeutic>. Die Patientin berichtet über gute Verträglichkeit der <Therapeutic>letzten Therapie</Therapeutic>, sodass sie am Tag 1 <Clinical_Drug>Oxaliplatin 95mg/m²</Clinical_Drug>, <Clinical_Drug>Calciumfolinat 500mg/m²</Clinical_Drug>, <Clinical_Drug>5FU als Blus 500mg/m²</Clinical_Drug> und <Clinical_Drug>5FU <Therapeutic>Dauerinfusion</Therapeutic> 2400mg/m² über 52 Stunden</Clinical_Drug> problemlos erhalten kann. Die <Therapeutic>Therapie</Therapeutic> wird unter entsprechenden <Therapeutic>antiemetischen Begleitmaßnahmen</Therapeutic> sehr gut vertragen, so dass Frau Damaris am 16.5.18 in <Other_Finding>gutem AZ</Other_Finding> nach Hause entlassen","{'id': 45, 'type': 'sentence', 'text': 'Die stationäre Aufnahme von Frau Damaris erfolgte zur Fortführung der pall. Polychemotherapie nach dem Folfox-Schema, 3. Zyklus. Die Patientin berichtet über gute Verträglichkeit der letzten Therapie, sodass sie am Tag 1 Oxaliplatin 95mg/m², Calciumfolinat 500mg/m², 5FU als Blus 500mg/m² und 5FU Dauerinfusion 2400mg/m² über 52 Stunden problemlos erhalten kann. Die Therapie wird unter entsprechenden antiemetischen Begleitmaßnahmen sehr gut vertragen, so dass Frau Damaris am 16.5.18 in gutem AZ nach Hause entlassen', 'offsets': [[2815, 3333]], 'document_id': 'Colon_Fake_D.tsv'}"
"<Diagnostic>Die körperliche Untersuchung</Diagnostic>

<Therapeutic>Medikamentöse Therapie</Therapeutic>
<Therapeutic>Die medikamentöse Therapie</Therapeutic>

<Organisation>Universitätsklinikum</Organisation>
<Organisation>Das Universitätsklinikum</Organisation>

<Location>Intensivstation</Location>
<Location>Die Intensivstation</Location>

<Person>Arzt</Person>
<Person>Der Arzt</Person>

<MedicalCondition>Herzinfarkt</MedicalCondition>
<MedicalCondition>Der Herzinfarkt</MedicalCondition>",<Diagnostic>Körperliche Untersuchung</Diagnostic>,"{'id': 10, 'type': 'sentence', 'text': 'Körperliche Untersuchung', 'offsets': [[711, 735]], 'document_id': 'Popovic.tsv'}"
Wiedervorstellung am 13.11.2024 um 10.30 Uhr und am 20.11.2024 um 10.30 Uhr auf Station O-11 zur <Therapeutic>ambulanten Gabe</Therapeutic> von <Clinical_Drug>Vincristin</Clinical_Drug> (Woche 2-3 nach dem <Therapeutic>VAIA-Protokoll</Therapeutic>).,Wiedervorstellung am 13.11.2024 um 10.30 Uhr und am 20.11.2024 um 10.30 Uhr auf Station O-11 zur <Therapeutic>ambulanten Gabe von <Clinical_Drug>Vincristin</Therapeutic></Clinical_Drug> (Woche 2-3 nach dem <Therapeutic>VAIA-Protokoll</Therapeutic>).,"{'id': 89, 'type': 'sentence', 'text': 'Wiedervorstellung am 13.11.2024 um 10.30 Uhr und am 20.11.2024 um 10.30 Uhr auf Station O-11 zur ambulanten Gabe von Vincristin (Woche 2-3 nach dem VAIA-Protokoll).', 'offsets': [[11664, 11828]], 'document_id': 'Obradovic.tsv'}"
"<Diagnosis_or_Pathology>Die Diagnosen</Diagnosis_or_Pathology> wurden gestellt und besprochen.

<Drug>Medikamente</Drug>: Die <Drug>Medikamente</Drug> müssen regelmäßig eingenommen werden.

<Anatomy>Knochen</Anatomy>: Die <Anatomy>Knochen</Anatomy> sind gebrochen und müssen operiert werden.

<Procedure>Operationen</Procedure>: Die <Procedure>Operationen</Procedure> wurden erfolgreich durchgeführt.

<Lab>Blutwerte</Lab>: Die <Lab>Blutwerte</Lab> sind unauffällig.

<Organism>Bakterien</Organism>: Die <Organism>Bakterien</Organism> wurden im Labor nachgewiesen.

<Device>Geräte</Device>: Die <Device>Geräte</Device> müssen regelmäßig gewartet werden.

<Phenomenon>Symptome</Phenomenon>: Die <Phenomenon>Symptome</Phenomenon> sind sehr belastend für den Patienten.

<Therapeutic>Therapien</Therapeutic>: Die <Therapeutic>Therapien</Therapeutic> haben bisher keine Wirkung gezeigt.",<Diagnosis_or_Pathology>Diagnosen</Diagnosis_or_Pathology>:,"{'id': 3, 'type': 'sentence', 'text': 'Diagnosen:', 'offsets': [[175, 185]], 'document_id': 'Jadassohn.tsv'}"
Die <Therapeutic>Entlassungsmedikation</Therapeutic> beinhaltete <Clinical_Drug>Diclofenac b.B.</Clinical_Drug>.,<Therapeutic>Entlassungsmedikation</Therapeutic>: <Clinical_Drug>Diclofenac b.B.</Clinical_Drug>,"{'id': 26, 'type': 'sentence', 'text': 'Entlassungsmedikation: Diclofenac b.B.', 'offsets': [[2800, 2838]], 'document_id': 'Boeck.tsv'}"
"<Diagnosis_or_Pathology>Vorerkrankungen</Diagnosis_or_Pathology>: 1990 <Therapeutic>Tonsillektomie</Therapeutic>, 2025 <Diagnosis_or_Pathology>Astvenenthrombose re. Auge</Diagnosis_or_Pathology>, seither <Diagnosis_or_Pathology>erhöhtes Kreatinin</Diagnosis_or_Pathology> und <Diagnosis_or_Pathology>Hypertonie</Diagnosis_or_Pathology> mit systolischem Blutdruck bis 210 mmHg.","<Diagnosis_or_Pathology>Vorerkrankungen</Diagnosis_or_Pathology>: 1990 <Therapeutic>Tonsillektomie</Therapeutic>, 2025 <Diagnosis_or_Pathology>Astvenenthrombose re. Auge</Diagnosis_or_Pathology>, seither <Diagnosis_or_Pathology>erhöhtes Kreatinin</Diagnosis_or_Pathology> und <Diagnosis_or_Pathology>Hypertonie mit syst. bis 210 mmHg</Diagnosis_or_Pathology>.","{'id': 18, 'type': 'sentence', 'text': 'Vorerkrankungen: 1990 Tonsillektomie, 2025 Astvenenthrombose re. Auge, seither erhöhtes Kreatinin und Hypertonie mit syst. bis 210 mmHg.', 'offsets': [[1983, 2119]], 'document_id': 'Wankel.tsv'}"
Die Patientin hat die <Therapeutic>letzte Chemotherapie</Therapeutic> gut vertragen - keine <Diagnosis_or_Pathology>Nebenwirkungen der <Therapeutic>Chemotherapie</Therapeutic>.</Diagnosis_or_Pathology>,Patientin hat die <Therapeutic>letzte CTX</Therapeutic>: gut vertragen - keine <Diagnosis_or_Pathology>Nebenwirkungen der <Therapeutic>Chemo.</Diagnosis_or_Pathology></Therapeutic>,"{'id': 22, 'type': 'sentence', 'text': 'Patientin hat die letzte CTX: gut vertragen - keine Nebenwirkungen der Chemo.', 'offsets': [[819, 896]], 'document_id': 'Colon_Fake_G.tsv'}"
"<Therapeutic>Der Verband</Therapeutic> darf niemals selbst gewechselt werden! Bei <Diagnosis_or_Pathology>Blutungen</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Schmerzen</Diagnosis_or_Pathology> oder <Diagnosis_or_Pathology>Fieber</Diagnosis_or_Pathology> sollte sofort die Unfallchirurgische Ambulanz aufgesucht werden! Vorsicht bei <Therapeutic>Gipsverbänden</Therapeutic> - wenn <Diagnosis_or_Pathology>Schmerzen, Gefühllosigkeit oder Schwellungen auftreten</Diagnosis_or_Pathology>, sollte die Unf.-Chir. Klinik aufgesucht werden! Für die aus der Nichtbefolgung dieser Vorschrift möglicherweise eintretenden Folgen, lehnt die Klinik jede Verantwortung ab.","<Therapeutic>Verbände</Therapeutic> niemals selbst wechseln! Bei <Diagnosis_or_Pathology>Blutungen</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Schmerzen</Diagnosis_or_Pathology> oder <Diagnosis_or_Pathology>Fieber</Diagnosis_or_Pathology> sofort die Unfallchirurgische Ambulanz aufsuchen! Vorsicht bei <Therapeutic>Gipsverbänden</Therapeutic> - wenn <Diagnosis_or_Pathology>Schmerzen, Gefühllosigkeit oder Schwellungen auftreten</Diagnosis_or_Pathology>, die Unf.-Chir. Klinik aufsuchen! Für die aus der Nichtbefolgung dieser Vorschrift möglicherweise eintretenden Folgen, lehnt die Klinik jede Verantwortung ab.","{'id': 18, 'type': 'sentence', 'text': 'Verbände niemals selbst wechseln! Bei Blutungen, Schmerzen oder Fieber sofort die Unfallchirurgische Ambulanz aufsuchen! Vorsicht bei Gipsverbänden - wenn Schmerzen, Gefühllosigkeit oder Schwellungen auftreten, die Unf.-Chir. Klinik aufsuchen! Für die aus der Nichtbefolgung dieser Vorschrift möglicherweise eintretenden Folgen, lehnt die Klinik jede Verantwortung ab.', 'offsets': [[1048, 1416]], 'document_id': 'Recklinghausen.tsv'}"
"<Diagnostic>Die durchgeführten Untersuchungen</Diagnostic>

<Therapeutic>Verabreichte Medikamente</Therapeutic>
<Therapeutic>Die verabreichten Medikamente</Therapeutic>

<Anatomy>Verletzungen am Arm</Anatomy>
<Anatomy>Die Verletzungen am Arm</Anatomy>

<Organization>Organisation des Events</Organization>
<Organization>Die Organisation des Events</Organization>

<Person>Erwähnte Personen im Artikel</Person>
<Person>Die erwähnten Personen im Artikel</Person>",<Diagnostic>Durchgeführte Untersuchungen</Diagnostic>,"{'id': 27, 'type': 'sentence', 'text': 'Durchgeführte Untersuchungen', 'offsets': [[1041, 1069]], 'document_id': 'Colon_Fake_C.tsv'}"
<Diagnosis_or_Pathology>Lymphknoten-Metastasen</Diagnosis_or_Pathology> in der <Diagnosis_or_Pathology>Axilla rechts</Diagnosis_or_Pathology> (<Diagnosis_or_Pathology>Erstdiagnose</Diagnosis_or_Pathology> 9/23),<Diagnosis_or_Pathology>LK-Metastasen / Axilla re</Diagnosis_or_Pathology> (<Diagnosis_or_Pathology>ED</Diagnosis_or_Pathology> 9/23),"{'id': 8, 'type': 'sentence', 'text': 'LK-Metastasen / Axilla re (ED 9/23)', 'offsets': [[285, 320]], 'document_id': 'Koenig.tsv'}"
<Therapeutic>Therapie</Therapeutic> und <Diagnostic>Verlauf</Diagnostic>,<Therapeutic>Therapie</Therapeutic> und Verlauf,"{'id': 21, 'type': 'sentence', 'text': 'Therapie und Verlauf', 'offsets': [[1778, 1798]], 'document_id': 'Popovic.tsv'}"
"<Other_Finding>Zustand nach Mamma-Karzinom</Other_Finding> 2037, <Other_Finding>Zustand nach beidseitiger Hüft-TEP</Other_Finding> 2037 und 2035, <Diagnosis_or_Pathology>Nicht-ischämische neurogene Synkope</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>postoperatives akutes Nierenversagen</Diagnosis_or_Pathology>","<Other_Finding>Zustand nach Mamma-CA</Other_Finding> 2037, <Other_Finding>Z.n. <Therapeutic>Hüft-TEP</Other_Finding> bds.</Therapeutic> 2037 und 2035, <Diagnosis_or_Pathology>NINS</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>postoperatives akutes Nierenversagen</Diagnosis_or_Pathology>","{'id': 29, 'type': 'sentence', 'text': 'Zustand nach Mamma-CA 2037, Z.n. Hüft-TEP bds. 2037 und 2035, NINS, postoperatives akutes Nierenversagen', 'offsets': [[1532, 1636]], 'document_id': 'Colon_Fake_K.tsv'}"
"<Diagnosis_or_Pathology>Tumormarker</Diagnosis_or_Pathology>: Der <Diagnosis_or_Pathology>CEA-Wert</Diagnosis_or_Pathology> betrug 24.0, während der <Other_Finding>CA19-9-Wert</Other_Finding> bei 2.7 lag.","<Diagnosis_or_Pathology>Tumormarker</Diagnosis_or_Pathology>: <Diagnosis_or_Pathology>CEA: 24.0</Diagnosis_or_Pathology>, <Other_Finding>CA19-9: 2.7</Other_Finding>","{'id': 27, 'type': 'sentence', 'text': 'Tumormarker: CEA: 24.0, CA19-9: 2.7', 'offsets': [[1724, 1759]], 'document_id': 'Colon_Fake_B.tsv'}"
<Diagnosis_or_Pathology>Tensio bei Entlassung</Diagnosis_or_Pathology>: R: 25 mmHg  L: 18 mmHg,<Diagnosis_or_Pathology>Tensio bei Entlassung: R: 25 mmHg  L: 18 mmHg</Diagnosis_or_Pathology>,"{'id': 17, 'type': 'sentence', 'text': 'Tensio bei Entlassung: R: 25 mmHg  L: 18 mmHg', 'offsets': [[771, 816]], 'document_id': 'Cajal.tsv'}"
"<Other_Finding>Laborwerte</Other_Finding>: <Other_Finding>Leukozytenzahl von 4,2*10³/µl</Other_Finding>, <Other_Finding>Hämoglobinwert von 15,9 g/dl</Other_Finding>, <Other_Finding>Hämatokritwert von 48,5 %</Other_Finding>, <Other_Finding>Thrombozytenzahl von 155*10³/µl</Other_Finding>, <Other_Finding>mittleres Zellvolumen von 94 µm³</Other_Finding>.","<Other_Finding>Laborwerte</Other_Finding>: <Other_Finding>Leuko 4,2*10³/µl</Other_Finding>, <Other_Finding>Hb 15,9 g/dl</Other_Finding>, <Other_Finding>HK 48,5 %</Other_Finding>, <Other_Finding>Thrombo 155*10³/µl</Other_Finding>, <Other_Finding>MCV 94 µm³</Other_Finding>.","{'id': 13, 'type': 'sentence', 'text': 'Laborwerte: Leuko 4,2*10³/µl, Hb 15,9 g/dl, HK 48,5 %, Thrombo 155*10³/µl, MCV 94 µm³.', 'offsets': [[2159, 2245]], 'document_id': 'Fleischmann.tsv'}"
<Other_Finding>Die Laborwerte</Other_Finding> vom 21.10.2033:,<Other_Finding>Laborwerte</Other_Finding> vom 21.10 2033:,"{'id': 47, 'type': 'sentence', 'text': 'Laborwerte vom 21.10 2033:', 'offsets': [[2257, 2283]], 'document_id': 'Kawasaki.tsv'}"
<Other_Finding>HAV IgM-Nachweis</Other_Finding> und <Other_Finding>IgG-Negativität</Other_Finding>,<Other_Finding>HAV IgM</Other_Finding> und <Other_Finding>IgG negativ</Other_Finding>,"{'id': 31, 'type': 'sentence', 'text': 'HAV IgM und IgG negativ', 'offsets': [[1192, 1215]], 'document_id': 'Colon_Fake_C.tsv'}"
"Sehr geehrte Frau Kollegin, sehr geehrter Herr Kollege, wir berichten Ihnen über unsere gemeinsame Patientin Fuss, Flora, geb. 28.05.2028, wohnhaft Florgasse 2, Wilhelmsburg, die vom 20.05.2034 bis 27.05.2034 bei uns in einer <Therapeutic>stationären Behandlung</Therapeutic> war.","Sehr geehrte Frau Kollegin, sehr geehrter Herr Kollege, wir berichten Ihnen über unsere gemeinsame Patientin Fuss, Flora, geb. 28.05.2028, wohnhaft Florgasse 2, Wilhelmsburg, die vom 20.05.2034 bis 27.05.2034 bei uns in <Therapeutic>stat. Behandlung</Therapeutic> war.","{'id': 9, 'type': 'sentence', 'text': 'Sehr geehrte Frau Kollegin, sehr geehrter Herr Kollege, wir berichten Ihnen über unsere gemeinsame Patientin Fuss, Flora, geb. 28.05.2028, wohnhaft Florgasse 2, Wilhelmsburg, die vom 20.05.2034 bis 27.05.2034 bei uns in stat. Behandlung war.', 'offsets': [[290, 531]], 'document_id': 'Fuss.tsv'}"
"<Other_Finding>Zustand nach akuter Pankreatitis</Other_Finding>, <Therapeutic>Operation einer <Diagnosis_or_Pathology>Pankreaspseudozyste</Diagnosis_or_Pathology></Therapeutic> im Jahr 2022.","<Other_Finding>Z.n. akuter Pankreatitis</Other_Finding>, <Therapeutic>OP <Diagnosis_or_Pathology>Pankreaspseudozyste</Therapeutic></Diagnosis_or_Pathology> 2022","{'id': 10, 'type': 'sentence', 'text': 'Z.n. akuter Pankreatitis, OP Pankreaspseudozyste 2022', 'offsets': [[435, 488]], 'document_id': 'Colon_Fake_E.tsv'}"
"Die <Diagnostic>Ganzkörperplethysmographie</Diagnostic> vom 09.09.2039 ergab <Other_Finding>eine TLC von 8,1 l, entsprechend dem Sollwert</Other_Finding>, sowie eine <Diagnosis_or_Pathology>IVC von 5,5 l</Diagnosis_or_Pathology> (Soll 6,2 l), eine <Diagnosis_or_Pathology>FEVI von 4,1 l</Diagnosis_or_Pathology> (Soll 4,3 l), einen <Diagnosis_or_Pathology>Tiffeneau-Index von 74 %</Diagnosis_or_Pathology> und einen <Diagnosis_or_Pathology>Strömungswiderstand von 0,16 kPa*s/1</Diagnosis_or_Pathology> (Soll 0,19 kPa*s/1). Im Vergleich zu den <Other_Finding>Befunden</Other_Finding> vor 4 Jahren war der <Diagnosis_or_Pathology>FEV1 damals 4,2 l</Diagnosis_or_Pathology> und die <Diagnosis_or_Pathology>Vitalkapazität 6 l</Diagnosis_or_Pathology>, damit ist ein etwas <Diagnosis_or_Pathology>überproportionaler Lungenfunktionsrückgang</Diagnosis_or_Pathology> dokumentiert.","<Diagnostic>Ganzkörperplethysmographie</Diagnostic>, 09.09.2039: <Other_Finding>TLC 8 1, entsprechend Sollwert</Other_Finding>, <Diagnosis_or_Pathology>IVC 5,5 (Soll 6,2) l</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>FEVI 4,1 (Soll 4,3) l</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Tiffeneau-Index 74 %</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Strömungswiderstand 0,16 (Soll 0,19) kPa*s/1</Diagnosis_or_Pathology>. Im Vergleich zu den <Other_Finding>Befunden</Other_Finding> vor 4 Jahren war der <Diagnosis_or_Pathology>FEV1 damals 4,2 1</Diagnosis_or_Pathology> und die <Diagnosis_or_Pathology>Vitalkapazität 6 1</Diagnosis_or_Pathology>, damit ist ein etwas <Diagnosis_or_Pathology>überproportionaler Lungenfunktionsrückgang</Diagnosis_or_Pathology> dokumentiert.","{'id': 24, 'type': 'sentence', 'text': 'Ganzkörperplethysmographie, 09.09.2039: TLC 8 1, entsprechend Sollwert, IVC 5,5 (Soll 6,2) l, FEVI 4,1 (Soll 4,3) l, Tiffeneau-Index 74 %, Strömungswiderstand 0,16 (Soll 0,19) kPa*s/1. Im Vergleich zu den Befunden vor 4 Jahren war der FEV1 damals 4,2 1 und die Vitalkapazität 6 1, damit ist ein etwas überproportionaler Lungenfunktionsrückgang dokumentiert.', 'offsets': [[1875, 2232]], 'document_id': 'Waldenström.tsv'}"
"<Diagnosis_or_Pathology>Die Diagnosen</Diagnosis_or_Pathology> wurden gestellt und besprochen.

<Drug>Medikamente</Drug>: Die <Drug>Medikamente</Drug> müssen regelmäßig eingenommen werden.

<Anatomy>Knochen</Anatomy>: Die <Anatomy>Knochen</Anatomy> sind gebrochen und müssen operiert werden.

<Procedure>Operationen</Procedure>: Die <Procedure>Operationen</Procedure> wurden erfolgreich durchgeführt.

<Lab>Blutwerte</Lab>: Die <Lab>Blutwerte</Lab> sind unauffällig.

<Organism>Bakterien</Organism>: Die <Organism>Bakterien</Organism> wurden im Labor nachgewiesen.

<Device>Geräte</Device>: Die <Device>Geräte</Device> müssen regelmäßig gewartet werden.

<Phenomenon>Symptome</Phenomenon>: Die <Phenomenon>Symptome</Phenomenon> sind sehr belastend für den Patienten.

<Therapeutic>Therapien</Therapeutic>: Die <Therapeutic>Therapien</Therapeutic> haben bisher keine Wirkung gezeigt.",<Diagnosis_or_Pathology>Diagnosen</Diagnosis_or_Pathology>:,"{'id': 5, 'type': 'sentence', 'text': 'Diagnosen:', 'offsets': [[208, 218]], 'document_id': 'Praechtel.tsv'}"
Über die genauen Entwicklungen in den <Therapeutic>Therapien</Therapeutic> verweise ich auf die beigelegten <Therapeutic>Therapieberichte</Therapeutic>.,Über die genauen Entwicklungen in den <Therapeutic>Therapien</Therapeutic> verweise ich auf die beigelegten <Therapeutic>Therapieberichte</Therapeutic>.,"{'id': 129, 'type': 'sentence', 'text': 'Über die genauen Entwicklungen in den Therapien verweise ich auf die beigelegten Therapieberichte.', 'offsets': [[7988, 8086]], 'document_id': 'Colon_Fake_H.tsv'}"
2. Die <Diagnosis_or_Pathology>Grundkrankheit</Diagnosis_or_Pathology> ist die <Diagnosis_or_Pathology>hypertensive Herzkrankheit</Diagnosis_or_Pathology>.,2. <Diagnosis_or_Pathology>Grundkrankheit</Diagnosis_or_Pathology>: <Diagnosis_or_Pathology>Hypertensive Herzkrankheit</Diagnosis_or_Pathology>.,"{'id': 6, 'type': 'sentence', 'text': '2. Grundkrankheit: Hypertensive Herzkrankheit.', 'offsets': [[266, 312]], 'document_id': 'Queisser.tsv'}"
Weitere <Therapeutic>Therapien</Therapeutic> und <Therapeutic>Behandlungsvorschläge</Therapeutic>:,Weitere <Therapeutic>Therapie</Therapeutic> und <Therapeutic>Behandlungsvorschlag</Therapeutic>:,"{'id': 51, 'type': 'sentence', 'text': 'Weitere Therapie und Behandlungsvorschlag:', 'offsets': [[5173, 5215]], 'document_id': 'Osler.tsv'}"
<Diagnostic>Diagnose</Diagnostic>,<Therapeutic>Therapie</Therapeutic>,"{'id': 24, 'type': 'sentence', 'text': 'Therapie', 'offsets': [[895, 903]], 'document_id': 'Dupuytren.tsv'}"
"- Ein <Diagnosis_or_Pathology>0,6 cm großer, gut bis mäßig differenzierter neuroendokriner Tumor</Diagnosis_or_Pathology> wurde im Pancreaskopf nahe der Papilla duodeni festgestellt. Es gab auch <Diagnosis_or_Pathology>mehrfache ductale papilläre Hyperplasien (pancreatische intraepitheliale Neoplasie 1B/PANIN 1B)</Diagnosis_or_Pathology> im mittleren Verlauf des Pancreaskopfes. Im Übrigen war das <Other_Finding>exokrine und endokrine Parenchym regelrecht differenziert</Other_Finding>. Eine <Diagnosis_or_Pathology>geringgradige chronische fibrosierende, mäßig hyperplastische Cholecystitis</Diagnosis_or_Pathology> mit geringgradiger Cholesteatose der Gallenblasenschleimhaut ohne Malignität wurde ebenfalls festgestellt.","- <Diagnosis_or_Pathology>0,6 cm großer, gut bis mäßig diff. neuroendokriner Tumor des Pancreaskopfes nahe der Papilla duodeni</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Mehrfache ductale papilläre Hyperplasie (pancr. intraepitheliale Neoplasie 1B/PANIN 1B) im mittl. Verlauf des Pancreaskopfes</Diagnosis_or_Pathology>. Im Übrigen <Other_Finding>regelrecht differenziertes, exokrines und endokrines Parenchym</Other_Finding>. <Diagnosis_or_Pathology>Geringgradige chron. fibrosierende, mäßig hyperplastische Cholecystitis mit geringgradiger Cholesteatose der Gallenblasenschleimhaut ohne Malignität</Diagnosis_or_Pathology>.","{'id': 13, 'type': 'sentence', 'text': '- 0,6 cm großer, gut bis mäßig diff. neuroendokriner Tumor des Pancreaskopfes nahe der Papilla duodeni. Mehrfache ductale papilläre Hyperplasie (pancr. intraepitheliale Neoplasie 1B/PANIN 1B) im mittl. Verlauf des Pancreaskopfes. Im Übrigen regelrecht differenziertes, exokrines und endokrines Parenchym. Geringgradige chron. fibrosierende, mäßig hyperplastische Cholecystitis mit geringgradiger Cholesteatose der Gallenblasenschleimhaut ohne Malignität.', 'offsets': [[632, 1086]], 'document_id': 'Jadassohn.tsv'}"
"Die Einnahme von <Clinical_Drug>Pantoloc 40mg 1-0-0</Clinical_Drug> wurde verordnet.

<Anatomy>Herz</Anatomy>",<Clinical_Drug>Pantoloc 40mg 1-0-0</Clinical_Drug>,"{'id': 35, 'type': 'sentence', 'text': 'Pantoloc 40mg 1-0-0', 'offsets': [[2734, 2753]], 'document_id': 'Colon_Fake_B.tsv'}"
"- Eine <Other_Finding>postoperative</Other_Finding> <Diagnostic>Nachsorge</Diagnostic> ist bei <Other_Finding>Diabetes mellitus</Other_Finding> besonders wichtig.
- Der <Therapeutic>Chirurg</Therapeutic> empfiehlt eine <Therapeutic>operative Entfernung</Therapeutic> des <Other_Finding>Tumors</Other_Finding>.
- Die <Diagnostic>Blutuntersuchung</Diagnostic> ergab <Other_Finding>erhöhte Leberwerte</Other_Finding>.
- Der <Therapeutic>Physiotherapeut</Therapeutic> empfiehlt eine <Therapeutic>manuelle Therapie</Therapeutic> bei <Other_Finding>Rückenschmerzen</Other_Finding>.
- Die <Diagnostic>MRT-Untersuchung</Diagnostic> zeigte <Other_Finding>eine Verletzung des Meniskus</Other_Finding>.
- Der <Therapeutic>Arzt</Therapeutic> verschrieb <Therapeutic>antibakterielle Medikamente</Therapeutic> zur <Other_Finding>Behandlung der Infektion</Other_Finding>.
- Die <Diagnostic>Ultraschalluntersuchung</Diagnostic> ergab <Other_Finding>eine Schwangerschaft</Other_Finding> im dritten Monat.
- Der <Therapeutic>Zahnarzt</Therapeutic> empfiehlt eine <Therapeutic>professionelle Zahnreinigung</Therapeutic> zur <Other_Finding>Prophylaxe von Karies</Other_Finding>.",- <Other_Finding>Z.n. Neo prostatae</Other_Finding> 2045,"{'id': 16, 'type': 'sentence', 'text': '- Z.n. Neo prostatae 2045', 'offsets': [[696, 721]], 'document_id': 'Colon_Fake_J.tsv'}"
Nach Maßgabe der Gefäßchirurgie erfolgte das <Therapeutic>Tragen der Kompressionswäsche</Therapeutic> wie besprochen.,Nach Maßgabe der Gefäßchirurgie <Therapeutic>Tragen der Kompressionswäsche</Therapeutic> wie besprochen.,"{'id': 62, 'type': 'sentence', 'text': 'Nach Maßgabe der Gefäßchirurgie Tragen der Kompressionswäsche wie besprochen.', 'offsets': [[9547, 9624]], 'document_id': 'Fuss.tsv'}"
"<Other_Finding>Freie Kopfbeweglichkeit</Other_Finding>, keine <Diagnosis_or_Pathology>Anzeichen von Meningismus</Diagnosis_or_Pathology>. Hirnnerven: <Other_Finding>Isokore Pupillen</Other_Finding>, <Other_Finding>Prompte Reaktion auf Licht, regelmäßig</Other_Finding>, <Other_Finding>Beweglichkeit des Augapfels</Other_Finding>.","<Other_Finding>Kopf aktiv/passiv frei</Other_Finding>, kein <Diagnosis_or_Pathology>Meningismus</Diagnosis_or_Pathology>. Hirnnerven: <Other_Finding>Pupillen isocor</Other_Finding>, <Other_Finding>Lichtraektion prompt, stgl.</Other_Finding>, <Other_Finding>Bulbusmotilität</Other_Finding>","{'id': 132, 'type': 'sentence', 'text': 'Kopf aktiv/passiv frei, kein Meningismus. Hirnnerven: Pupillen isocor, Lichtraektion prompt, stgl., Bulbusmotilität', 'offsets': [[8232, 8347]], 'document_id': 'Colon_Fake_H.tsv'}"
"Sehr geehrte Kolleginnen und Kollegen, wir berichten Ihnen abschließend über unsere gemeinsame Patientin Frauke Weber (* 2.2.1964), die sich vom 31.3.2020 bis zum 9.4.2020 in unserer <Therapeutic>intensivmedizinischen Behandlung</Therapeutic> befand.","Sehr geehrte Kolleginnen und Kollegen, wir berichten Ihnen abschließend über unsere gemeinsame Patientin Frauke Weber (* 2.2.1964), die sich vom 31.3.2020 bis zum 9.4.2020 in unserer <Therapeutic>intensivmedizinischen Behandlung</Therapeutic> befand.","{'id': 1, 'type': 'sentence', 'text': 'Sehr geehrte Kolleginnen und Kollegen, wir berichten Ihnen abschließend über unsere gemeinsame Patientin Frauke Weber (* 2.2.1964), die sich vom 31.3.2020 bis zum 9.4.2020 in unserer intensivmedizinischen Behandlung befand.', 'offsets': [[0, 223]], 'document_id': 'Weber.tsv'}"
<Diagnostic>Die Untersuchung</Diagnostic> wurde durch Priv.Doz. Dr.in Mersiha Kasupovic-Braun durchgeführt.,<Diagnostic>Untersuchung</Diagnostic> durch: Priv.Doz. Dr.in Mersiha Kasupovic-Braun,"{'id': 24, 'type': 'sentence', 'text': 'Untersuchung durch: Priv.Doz. Dr.in Mersiha Kasupovic-Braun', 'offsets': [[1864, 1923]], 'document_id': 'Recklinghausen.tsv'}"
